id,ap_id,latitude,longitude,timestamp
314,3233,28.201263,83.944239,2019-01-07 00:04:57.531914
315,3233,28.201162,83.94406,2019-01-07 00:04:57.617021
316,3233,28.201133,83.943849,2019-01-07 00:04:57.702127
317,3233,28.20114,83.943743,2019-01-07 00:04:57.787234
318,3233,28.201108,83.943638,2019-01-07 00:04:57.872340
319,3233,28.201144,83.943429,2019-01-07 00:04:57.957446
320,3233,28.201211,83.94327,2019-01-07 00:04:58.042553
321,3233,28.201394,83.943127,2019-01-07 00:04:58.127659
322,3233,28.201431,83.943045,2019-01-07 00:04:58.212765
323,3233,28.201521,83.942932,2019-01-07 00:04:58.297872
324,3233,28.201617,83.942872,2019-01-07 00:04:58.382978
325,3233,28.201624,83.942759,2019-01-07 00:04:58.468085
326,3233,28.201603,83.942669,2019-01-07 00:04:58.553191
327,3233,28.201708,83.942446,2019-01-07 00:04:58.638297
328,3233,28.201708,83.942363,2019-01-07 00:04:58.723404
329,3233,28.20155,83.94213,2019-01-07 00:04:58.808510
330,3233,28.201442,83.941907,2019-01-07 00:04:58.893616
331,3233,28.20145,83.941758,2019-01-07 00:04:58.978723
332,3233,28.201403,83.941684,2019-01-07 00:04:59.063829
333,3233,28.20139,83.941468,2019-01-07 00:04:59.148936
334,3233,28.201367,83.941368,2019-01-07 00:04:59.234042
335,3233,28.20136,83.941265,2019-01-07 00:04:59.319148
336,3233,28.201559,83.940754,2019-01-07 00:04:59.404255
337,3233,28.201538,83.940578,2019-01-07 00:04:59.489361
338,3233,28.201404,83.940688,2019-01-07 00:04:59.574468
339,3233,28.201056,83.940744,2019-01-07 00:04:59.659574
340,3233,28.200675,83.940911,2019-01-07 00:04:59.744680
341,3233,28.200333,83.941088,2019-01-07 00:04:59.829787
342,3233,28.200008,83.941296,2019-01-07 00:04:59.914893
343,3233,28.198592,83.94221800000003,2019-07-01 00:04:56.000000
344,3233,28.199989,83.941343,2019-07-01 00:05:00.000000
345,3233,28.199992,83.941416,2019-01-07 00:05:20.882352
346,3233,28.200026,83.941451,2019-01-07 00:05:41.764705
347,3233,28.200181,83.9415,2019-01-07 00:06:02.647058
348,3233,28.200278,83.94155,2019-01-07 00:06:23.529411
349,3233,28.200409,83.941751,2019-01-07 00:06:44.411764
350,3233,28.200475,83.941931,2019-01-07 00:07:05.294117
351,3233,28.200476,83.941997,2019-01-07 00:07:26.176470
352,3233,28.200394,83.942272,2019-01-07 00:07:47.058823
353,3233,28.200383,83.94247,2019-01-07 00:08:07.941176
354,3233,28.200469,83.942935,2019-01-07 00:08:28.823529
355,3233,28.200533,83.943087,2019-01-07 00:08:49.705882
356,3233,28.200625,83.943217,2019-01-07 00:09:10.588235
357,3233,28.200667,83.943342,2019-01-07 00:09:31.470588
358,3233,28.200669,83.943446,2019-01-07 00:09:52.352941
359,3233,28.200726,83.943749,2019-01-07 00:10:13.235294
360,3233,28.200704,83.943803,2019-01-07 00:10:34.117647
361,3233,28.195342,83.939542,2019-07-01 00:05:00.000000
362,3233,28.192106,83.971758,2019-07-01 00:05:12.000000
363,3233,28.210696,83.986804,2019-07-01 00:05:29.000000
364,3233,28.223893,83.991033,2019-07-01 00:05:39.000000
365,3233,28.231804,83.990951,2019-07-01 00:06:01.000000
366,3233,28.231804,83.990951,2019-07-01 00:06:38.000000
367,3233,28.237854,83.984712,2019-07-01 00:06:44.000000
368,3233,28.237854,83.984712,2019-07-01 00:06:59.000000
369,3233,28.237854,83.984712,2019-07-01 00:07:23.000000
370,3233,28.237854,83.984712,2019-07-01 00:07:31.000000
